foodCode,foodName,alias,category,energyKCal,protein,fat,carbohydrate,dietaryFiber,standardName,searchKeywords,primaryCategory,secondaryCategory,originalCategory,nutritionBasis,basisAmount,basisUnit,defaultServingAmount,defaultServingUnit,defaultServingGram,foodState,cookingMethod,brand,sourceName,sourceType,sourceVersion,sourceQueryDate,dataConfidence,isEstimated,isCompositeFood,isActive,canonicalFoodCode,reviewStatus,reviewNote,energyRepairMethod,originalEnergyKCal,qualityFlags
EXT0218,人乳（成熟乳）,母乳，人奶，乳汁,乳类及其制品-液态乳,70.0,1.2,4.4,6.5,0.0,人乳（成熟乳）,人乳（成熟乳），母乳，人奶，乳汁,奶及乳制品,液态乳及其他乳制品,乳类及其制品-液态乳,100g,100,g,,,,熟,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0218,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,70,
EXT0219,鲜驴奶,,乳类及其制品-液态乳,33.0,0.4,0.6,6.5,0.0,鲜驴奶,鲜驴奶,奶及乳制品,液态乳及其他乳制品,乳类及其制品-液态乳,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0219,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,33,
EXT0220,鲜驴奶（冻）,,乳类及其制品-液态乳,41.0,0.5,1.2,7.0,0.0,鲜驴奶（冻）,鲜驴奶（冻）,奶及乳制品,液态乳及其他乳制品,乳类及其制品-液态乳,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0220,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,41,
EXT0221,鲜驴奶（花麒牌，冻）,,乳类及其制品-液态乳,39.0,0.8,1.1,6.5,0.0,鲜驴奶（花麒牌，冻）,鲜驴奶（花麒牌，冻）,奶及乳制品,液态乳及其他乳制品,乳类及其制品-液态乳,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0221,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,39,
EXT0222,鲜驼奶,,乳类及其制品-液态乳,72.0,3.7,3.5,6.5,0.0,鲜驼奶,鲜驼奶,奶及乳制品,液态乳及其他乳制品,乳类及其制品-液态乳,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0222,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,72,
EXT0223,鲜驼奶（冻）,,乳类及其制品-液态乳,86.0,3.6,3.5,9.9,0.0,鲜驼奶（冻）,鲜驼奶（冻）,奶及乳制品,液态乳及其他乳制品,乳类及其制品-液态乳,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0223,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,86,
EXT0224,驼奶（旺源牌，易拉罐）,,乳类及其制品-液态乳,81.0,3.9,4.6,6.0,0.0,驼奶（旺源牌，易拉罐）,驼奶（旺源牌，易拉罐）,奶及乳制品,液态乳及其他乳制品,乳类及其制品-液态乳,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0224,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,81,
EXT0225,酸奶,,乳类及其制品-酸奶,70.0,3.2,1.9,10.0,0.0,酸奶,酸奶,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0225,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,70,
EXT0226,酸奶（代表值，全脂）,酸奶，优格，酸乳，全脂酸奶,乳类及其制品-酸奶,86.0,2.8,2.6,12.9,0.0,酸奶（代表值，全脂）,酸奶（代表值，全脂），酸奶，优格，酸乳，全脂酸奶,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0226,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,86,
EXT0227,酸奶（高蛋白）,,乳类及其制品-酸奶,62.0,3.2,2.2,7.3,0.0,酸奶（高蛋白）,酸奶（高蛋白）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0227,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,62,
EXT0228,酸奶（脱脂）,脱脂酸奶，零脂酸奶，无脂优格,乳类及其制品-酸奶,57.0,3.3,0.4,10.0,0.0,酸奶（脱脂）,酸奶（脱脂），脱脂酸奶，零脂酸奶，无脂优格,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0228,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,57,
EXT0229,酸奶（低脂）,,乳类及其制品-酸奶,64.0,2.7,1.9,9.0,0.0,酸奶（低脂）,酸奶（低脂）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0229,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,64,
EXT0230,酸奶（果料）,果味酸奶，果粒酸奶，果肉酸奶,乳类及其制品-酸奶,67.0,3.1,1.4,10.4,0.0,酸奶（果料）,酸奶（果料），果味酸奶，果粒酸奶，果肉酸奶,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0230,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,67,
EXT0231,酸奶（橘味，脱脂）,,乳类及其制品-酸奶,48.0,3.2,0.3,8.2,0.0,酸奶（橘味，脱脂）,酸奶（橘味，脱脂）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0231,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,48,
EXT0232,酸奶（调味）,,乳类及其制品-酸奶,88.0,3.0,3.2,11.9,0.0,酸奶（调味）,酸奶（调味）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0232,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,88,
EXT0233,酸奶（果粒）,,乳类及其制品-酸奶,98.0,3.3,2.9,14.6,0.0,酸奶（果粒）,酸奶（果粒）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0233,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,98,
EXT0234,酸奶（全脂，多美鲜全脂果粒，草莓果粒/覆盆子果粒、桃果粒/西番莲汁/菠萝果粒）,红莓，洋莓，地莓，士多啤梨,乳类及其制品-酸奶,111.0,1.6,2.8,19.9,0.0,酸奶（全脂，多美鲜全脂果粒，草莓果粒/覆盆子果粒、桃果粒/西番莲汁/菠萝果粒）,酸奶（全脂，多美鲜全脂果粒，草莓果粒/覆盆子果粒、桃果粒/西番莲汁/菠萝果粒），红莓，洋莓，地莓，士多啤梨,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0234,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,111,
EXT0235,酸奶（全脂，盖瑞牌，全脂风味发酵乳）,,乳类及其制品-酸奶,93.0,3.1,2.5,14.6,0.0,酸奶（全脂，盖瑞牌，全脂风味发酵乳）,酸奶（全脂，盖瑞牌，全脂风味发酵乳）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0235,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,93,
EXT0236,酸奶（全脂，花园牌）,,乳类及其制品-酸奶,77.0,1.6,2.8,11.3,0.0,酸奶（全脂，花园牌）,酸奶（全脂，花园牌）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0236,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,77,
EXT0237,酸奶（全脂，佳丽牌，益家全脂风味发酵乳）,,乳类及其制品-酸奶,95.0,2.9,3.1,13.8,0.0,酸奶（全脂，佳丽牌，益家全脂风味发酵乳）,酸奶（全脂，佳丽牌，益家全脂风味发酵乳）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0237,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,95,
EXT0238,酸奶（全脂，天润牌浓缩酸奶，全脂风味发酵乳）,,乳类及其制品-酸奶,95.0,3.0,2.9,14.1,0.0,酸奶（全脂，天润牌浓缩酸奶，全脂风味发酵乳）,酸奶（全脂，天润牌浓缩酸奶，全脂风味发酵乳）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0238,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,95,
EXT0239,酸奶（全脂，西域春牌新疆老酸奶，凝固型）,,乳类及其制品-酸奶,96.0,3.1,2.6,15.1,0.0,酸奶（全脂，西域春牌新疆老酸奶，凝固型）,酸奶（全脂，西域春牌新疆老酸奶，凝固型）,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0239,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,96,
EXT0240,酸奶（低脂，艾美牌，草莓、芒果、蓝莓、覆盆子、菠萝味低脂风味发酵乳）,红莓，洋莓，地莓，士多啤梨,乳类及其制品-酸奶,96.0,1.6,2.4,16.9,0.0,酸奶（低脂，艾美牌，草莓、芒果、蓝莓、覆盆子、菠萝味低脂风味发酵乳）,酸奶（低脂，艾美牌，草莓、芒果、蓝莓、覆盆子、菠萝味低脂风味发酵乳），红莓，洋莓，地莓，士多啤梨,奶及乳制品,发酵乳,乳类及其制品-酸奶,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0240,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,96,
EXT0241,蜂蛹 [蜂胚、蜂仔],蜂胚、蜂仔,其他类-其他,100.0,10.6,5.4,2.3,0.0,蜂蛹 [蜂胚、蜂仔],蜂蛹 [蜂胚、蜂仔]，蜂胚，蜂仔,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0241,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,100,
EXT0242,蜂蛹（油蜂，干）,蜂胚，蜂仔，蜜蜂蛹，马蜂蛹,其他类-其他,669.0,20.0,61.4,9.0,0.0,蜂蛹（油蜂，干）,蜂蛹（油蜂，干），蜂胚，蜂仔，蜜蜂蛹，马蜂蛹,其他,其他,其他类-其他,100g,100,g,,,,干制,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0242,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,669,
EXT0243,蜂蛹（大黄蜂）,蜂胚，蜂仔，蜜蜂蛹，马蜂蛹,其他类-其他,109.0,12.1,3.8,6.6,0.0,蜂蛹（大黄蜂）,蜂蛹（大黄蜂），蜂胚，蜂仔，蜜蜂蛹，马蜂蛹,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0243,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,109,
EXT0244,牛蛙,牛蛙，美国青蛙，菜蛙，喧蛙,其他类-其他,81.0,15.7,0.5,3.4,0.0,牛蛙,牛蛙，美国青蛙，菜蛙，喧蛙,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT0244,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,81,
EXT0245,鸡内金,,其他类-其他,359.0,83.1,1.3,3.8,0.0,鸡内金,鸡内金,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0245,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,359,
EXT0246,乌梢蛇,,其他类-其他,219.0,49.4,2.0,0.9,0.0,乌梢蛇,乌梢蛇,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0246,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,219,
EXT0247,团螺蛸,,其他类-其他,365.0,70.2,6.6,6.2,0.0,团螺蛸,团螺蛸,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0247,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,365,
EXT0248,阿胶,,其他类-其他,383.0,73.0,5.8,9.5,0.0,阿胶,阿胶,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0248,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,383,
EXT0249,珍珠,,其他类-其他,18.0,2.0,0.1,2.4,0.0,珍珠,珍珠,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0249,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,18,
EXT0250,牛黄,,其他类-其他,353.0,48.0,0.9,38.4,0.0,牛黄,牛黄,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0250,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,353,
EXT0251,马鹿胎（粉）,,其他类-其他,342.0,36.8,10.8,24.4,0.0,马鹿胎（粉）,马鹿胎（粉）,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0251,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,342,
EXT0252,蛤蚧,,其他类-其他,382.0,70.8,11.0,0.0,0.0,蛤蚧,蛤蚧,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0252,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,382,
EXT0253,燕窝,燕菜，燕盏，洞燕，屋燕,其他类-其他,320.0,57.9,0.2,21.7,0.0,燕窝,燕窝，燕菜，燕盏，洞燕，屋燕,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0253,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,320,
EXT0254,蜂胶液,,其他类-其他,0.0,0.2,0.0,0.0,0.0,蜂胶液,蜂胶液,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT0254,待人工核验,能量为0但至少一项营养素大于0，现有来源不足以判断是取整、缺失还是录入错误；暂停默认启用，待核验原始成分表或正式标签。,,0,零热量但营养素非零
EXT0255,蛤蟆油,,其他类-其他,241.0,31.4,1.9,24.6,0.0,蛤蟆油,蛤蟆油,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0255,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,241,
EXT0256,龟甲,,其他类-其他,134.0,26.4,2.0,2.6,0.0,龟甲,龟甲,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0256,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,134,
EXT0257,刺猬皮,,其他类-其他,357.0,69.2,8.6,0.8,0.0,刺猬皮,刺猬皮,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0257,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,357,
EXT0258,蜂王浆,,其他类-其他,0.0,14.6,0.0,0.0,0.0,蜂王浆,蜂王浆,其他,其他,其他类-其他,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT0258,待人工核验,零热量但营养素非零。未找到足够证据自动改值，暂停作为默认搜索主记录。,,0,零热量但营养素非零
EXT0259,裙边（干）,,其他类-其他,337.0,81.6,1.2,0.0,0.0,裙边（干）,裙边（干）,其他,其他,其他类-其他,100g,100,g,,,,干制,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0259,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,337,
EXT0260,鱼肚（干）,,其他类-其他,312.0,75.6,1.0,0.0,0.0,鱼肚（干）,鱼肚（干）,其他,其他,其他类-其他,100g,100,g,,,,干制,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0260,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,312,
EXT0261,鱼唇（干）,,其他类-其他,347.0,83.1,1.6,0.0,0.0,鱼唇（干）,鱼唇（干）,其他,其他,其他类-其他,100g,100,g,,,,干制,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0261,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,347,
EXT0262,牛油（板油）,牛脂，牛油，黄油（牛）,动物油脂类-动物油脂,835.0,0.0,92.0,1.8,0.0,牛油（板油）,牛油（板油），牛脂，牛油，黄油（牛）,油脂,动物油及其他油脂,动物油脂类-动物油脂,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0262,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,835,
EXT0263,牛油（炼）,牛脂，牛油，黄油（牛）,动物油脂类-动物油脂,898.0,0.0,99.7,0.1,0.0,牛油（炼）,牛油（炼），牛脂，牛油，黄油（牛）,油脂,动物油及其他油脂,动物油脂类-动物油脂,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0263,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,898,
EXT0264,鸭油（炼）,,动物油脂类-动物油脂,897.0,0.0,99.7,0.0,0.0,鸭油（炼）,鸭油（炼）,油脂,动物油及其他油脂,动物油脂类-动物油脂,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0264,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,897,
EXT0265,羊油（板油）,羊脂，羊油，尾油,动物油脂类-动物油脂,824.0,0.0,88.0,8.0,0.0,羊油（板油）,羊油（板油），羊脂，羊油，尾油,油脂,动物油及其他油脂,动物油脂类-动物油脂,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0265,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,824,
EXT0266,羊油（炼）,羊脂，羊油，尾油,动物油脂类-动物油脂,895.0,0.0,99.0,0.9,0.0,羊油（炼）,羊油（炼），羊脂，羊油，尾油,油脂,动物油及其他油脂,动物油脂类-动物油脂,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0266,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,895,
EXT0267,猪油（板油）,,动物油脂类-动物油脂,827.0,0.0,88.7,7.2,0.0,猪油（板油）,猪油（板油）,油脂,动物油及其他油脂,动物油脂类-动物油脂,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0267,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,827,
EXT0268,猪油（炼）,猪油，板油，大油，荤油,动物油脂类-动物油脂,897.0,0.0,99.6,0.2,0.0,猪油（炼）,猪油（炼），猪油，板油，大油，荤油,油脂,动物油及其他油脂,动物油脂类-动物油脂,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0268,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,897,
EXT0269,白果（干）[银杏],银杏,坚果种子类-树坚果,355.0,13.2,1.3,72.6,0.0,白果（干）[银杏],白果（干）[银杏]，银杏,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,干制,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0269,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,355,
EXT0270,菠萝蜜,大树菠萝，木菠萝，波罗蜜,坚果种子类-树坚果,164.0,4.9,0.3,36.7,2.3,菠萝蜜,菠萝蜜，大树菠萝，木菠萝，波罗蜜,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT0270,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,164,
EXT0271,核桃（鲜）,鲜核桃，青核桃,坚果种子类-树坚果,336.0,12.8,29.9,6.1,4.3,核桃（鲜）,核桃（鲜），鲜核桃，青核桃,水果,鲜果,坚果种子类-树坚果,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0271,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,336,
EXT0272,核桃（干）[胡桃],胡桃,坚果种子类-树坚果,646.0,14.9,58.8,19.1,9.5,核桃（干）[胡桃],核桃（干）[胡桃]，胡桃,水果,水果制品,坚果种子类-树坚果,100g,100,g,,,,干制,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0272,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,646,
EXT0273,毛核桃,,坚果种子类-树坚果,184.0,12.0,6.7,21.7,5.4,毛核桃,毛核桃,水果,鲜果,坚果种子类-树坚果,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0273,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,184,
EXT0274,山核桃（干）,小核桃，山胡桃,坚果种子类-树坚果,616.0,18.0,50.4,26.2,7.4,山核桃（干）,山核桃（干），小核桃，山胡桃,水果,水果制品,坚果种子类-树坚果,100g,100,g,,,,干制,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0274,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,616,
EXT0275,栗子（鲜）[板栗],板栗,坚果种子类-树坚果,188.0,4.2,0.7,42.2,1.7,栗子（鲜）[板栗],栗子（鲜）[板栗]，板栗,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0275,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,188,
EXT0276,栗子（干）[板栗],板栗,坚果种子类-树坚果,348.0,5.3,1.7,78.4,1.2,栗子（干）[板栗],栗子（干）[板栗]，板栗,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,干制,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0276,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,348,
EXT0277,栗子（熟）[板栗],板栗,坚果种子类-树坚果,214.0,4.8,1.5,46.0,1.2,栗子（熟）[板栗],栗子（熟）[板栗]，板栗,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,熟,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0277,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,214,
EXT0278,松子（生）,松籽，松仁，红松子,坚果种子类-树坚果,665.0,12.6,62.6,19.0,12.4,松子（生）,松子（生），松籽，松仁，红松子,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,生/鲜,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0278,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,665,
EXT0279,松子（炒）,,坚果种子类-树坚果,644.0,14.1,58.5,21.4,12.4,松子（炒）,松子（炒）,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,未明确,炒,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0279,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,644,
EXT0280,松子仁,,坚果种子类-树坚果,718.0,13.4,70.6,12.2,10.0,松子仁,松子仁,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0280,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,718,
EXT0281,杏仁,苦杏仁，北杏，杏核仁,坚果种子类-树坚果,578.0,22.5,45.4,23.9,8.0,杏仁,杏仁，苦杏仁，北杏，杏核仁,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,低,否,否,否,EXT0281,同名冲突待核验,原始数据保留；新增结构字段为规则化整理结果。,,578,
EXT0282,杏仁（大杏仁）,苦杏仁，北杏，杏核仁,坚果种子类-树坚果,540.0,19.9,42.9,27.8,18.5,杏仁（大杏仁）,杏仁（大杏仁），苦杏仁，北杏，杏核仁,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0282,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,540,
EXT0283,杏仁（炒）,苦杏仁，北杏，杏核仁,坚果种子类-树坚果,618.0,25.7,51.0,18.7,9.1,杏仁（炒）,杏仁（炒），苦杏仁，北杏，杏核仁,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,未明确,炒,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0283,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,618,
EXT0284,杏仁（原味）,苦杏仁，北杏，杏核仁,坚果种子类-树坚果,596.0,21.3,50.6,19.7,11.8,杏仁（原味）,杏仁（原味），苦杏仁，北杏，杏核仁,坚果及种子,种子,坚果种子类-树坚果,100g,100,g,,,,未明确,,,原始数据库（来源待追溯）,原始导入,未提供,2026-06-25,中,否,否,是,EXT0284,待来源追溯,原始数据保留；新增结构字段为规则化整理结果。,,596,
